90,
298,
82,
524,
1769,
1516,946,
562,
753,
689,
724,
1779,
688,
410,
80,
1457,
48,
1433,
1720,
1052,
113,
1662,
478,
960,
1535,
1693,
1,
385,
707,
1058,
302,
1800,
229,
552,
746,
677,
744,
1255,
1611,
53,
94,
463,
1190,
267,
1360,
132,
901,
1763,
581,
